stamp,input_points,valid_points,unique_pixels,collisions,invalid,horizontal_boundary_adjusted,vertical_top_clamped,vertical_bottom_clamped,vertical_clamped_ratio,filtered_min,filtered_max,filtered_mean,filtered_std,filtered_p01,filtered_p05,filtered_p50,filtered_p95,filtered_p99,filtered_sat0,filtered_sat255,raw_min,raw_max,raw_p50,raw_p95,raw_p99,elev_min_deg,elev_max_deg,elev_p01_deg,elev_p99_deg,intensity_preprocess_ms,intensity_map_voxels,observed_voxels,selected_intensity_voxels,selected_intensity_points
1706673228620220729,23649,23649,9007,14642,0,0,0,18,0.000761132,0,255,133.221,38.3917,22.5,68.5,132.5,198.5,255.5,41,241,0,255,28.5,45.5,57.5,-38.5044,38.1438,-34.125,34.375,3.04635,3560,1121,100,1937
1706673228720064482,23677,23677,8944,14733,0,0,0,11,0.000464586,0,255,133.991,37.9854,24.5,72.5,133.5,198.5,255.5,6,246,0,255,28.5,46.5,59.5,-38.206,38.4927,-34.125,34.625,3.18406,3927,1595,100,2053
1706673228819920462,23683,23683,8908,14775,0,0,0,17,0.000717814,0,255,133.741,37.4793,26.5,71.5,133.5,196.5,245.5,41,194,0,180,28.5,45.5,58.5,-38.482,38.2571,-34.625,34.625,3.29329,4200,1844,100,2110
1706673228919778784,23689,23689,8989,14700,0,0,0,13,0.000548778,0,255,133.546,38.4457,25.5,73.5,132.5,200.5,255.5,41,240,0,255,28.5,46.5,59.5,-38.3099,38.4613,-34.625,34.625,3.28379,4413,2017,100,2117
1706673229019613246,23705,23705,8989,14716,0,0,0,16,0.000674963,0,255,133.191,37.9368,25.5,71.5,133.5,197.5,255.5,21,251,0,255,28.5,46.5,60.5,-38.4284,38.3595,-34.625,34.625,3.4678,4551,2182,100,2125
1706673229119840599,23701,23701,8905,14796,0,0,0,16,0.000675077,0,255,133.911,39.0564,22.5,71.5,133.5,198.5,255.5,35,263,0,255,28.5,46.5,58.5,-38.3895,38.3981,-34.625,34.625,3.12589,4662,2276,100,2102
1706673229219665721,23700,23700,9009,14691,0,0,0,15,0.000632911,0,255,133.465,37.6906,25.5,71.5,133.5,195.5,255.5,22,253,0,255,28.5,45.5,59.5,-38.3595,38.4272,-34.375,34.625,3.1247,4791,2343,100,2077
1706673229319519067,23697,23697,9013,14684,0,0,0,16,0.000675191,0,255,132.661,38.8955,23.5,67.5,132.5,195.5,255.5,66,275,0,255,28.5,45.5,59.5,-38.4468,38.3171,-34.875,34.375,3.2363,4893,2405,100,2087
1706673229420162148,23690,23690,9031,14659,0,0,0,13,0.000548755,0,255,133.866,37.9273,25.5,72.5,133.5,197.5,254.5,9,200,0,255,28.5,46.5,58.5,-38.2761,38.4817,-34.375,34.125,3.21137,4979,2464,100,2043
1706673229520003900,23647,23647,9012,14635,0,0,0,17,0.000718907,0,255,132.963,37.7572,25.5,69.5,132.5,192.5,255.5,51,253,0,255,28.5,46.5,58.5,-38.4961,37.8674,-34.125,33.875,3.24936,5062,2532,100,2034
1706673229619830604,23683,23683,9127,14556,0,0,0,0,0,0,255,133.549,38.6647,21.5,69.5,133.5,197.5,255.5,19,259,0,255,28.5,46.5,58.5,-37.9496,38.2239,-33.875,34.125,3.32771,5139,2504,100,1974
1706673229719669829,23679,23679,9115,14564,0,0,0,9,0.000380084,0,255,132.429,39.0089,23.5,64.5,132.5,198.5,255.5,36,273,0,255,28.5,46.5,60.5,-38.1693,38.5098,-34.125,34.125,3.53785,5201,2561,100,1971
1706673229819522076,23693,23693,9065,14628,0,0,0,17,0.000717512,0,255,132.842,37.4315,23.5,72.5,132.5,194.5,250.5,17,204,0,255,28.5,45.5,57.5,-38.5222,38.0913,-34.125,34.375,4.6182,5259,2543,100,1843
1706673229920151639,23661,23661,8955,14706,0,0,0,12,0.000507164,0,255,134.391,39.0342,22.5,71.5,133.5,201.5,251.5,61,229,0,255,28.5,46.5,57.5,-38.0957,38.5115,-34.375,34.625,4.49829,5307,2592,100,1791
1706673230019994931,23683,23683,8881,14802,0,0,0,18,0.000760039,0,255,133.376,37.9541,25.5,70.5,133.5,197.5,248.5,53,199,0,176,28.5,45.5,57.5,-38.4974,38.1569,-34.625,34.375,3.43337,5361,2604,100,1773
1706673230119829301,23681,23681,8869,14812,0,0,0,12,0.000506735,0,255,133.331,37.0735,28.5,72.5,132.5,196.5,255.5,14,268,0,255,28.5,46.5,59.5,-38.2133,38.4973,-34.625,34.625,3.26361,5394,2594,100,1721
1706673230219666880,23698,23698,8974,14724,0,0,0,17,0.00071736,0,255,133.459,38.059,25.5,71.5,133.5,197.5,255.5,19,280,0,177,28.5,45.5,59.5,-38.4778,38.2698,-34.625,34.625,3.39182,5435,2618,100,1747
1706673230319517617,23695,23695,9032,14663,0,0,0,13,0.000548639,0,255,133.352,37.8553,24.5,69.5,132.5,196.5,242.5,16,200,0,255,28.5,46.5,59.5,-38.3176,38.4517,-34.625,34.625,3.50698,5470,2681,100,1688
1706673230420161211,23717,23717,8985,14732,0,0,0,16,0.000674622,0,255,133.836,39.0393,21.5,69.5,133.5,197.5,255.5,65,281,0,255,28.5,46.5,58.5,-38.4259,38.3692,-34.125,34.625,3.35502,5513,2661,100,1607
1706673230519998348,23694,23694,9018,14676,0,0,0,16,0.000675276,0,255,133.289,38.3736,23.5,71.5,133.5,197.5,255.5,48,254,0,255,28.5,46.5,58.5,-38.4167,38.3798,-34.625,34.375,3.38233,5546,2679,100,1613
1706673230619838798,23685,23685,9025,14660,0,0,0,14,0.000591091,0,255,133.421,38.2494,23.5,69.5,133.5,197.5,255.5,22,247,0,255,28.5,46.5,59.5,-38.3367,38.4352,-34.375,34.125,3.33721,5587,2675,100,1571
1706673230719682457,23662,23662,9030,14632,0,0,0,17,0.000718452,0,255,132.659,38.6692,22.5,68.5,132.5,195.5,255.5,71,263,0,255,28.5,46.5,60.5,-38.4672,37.7312,-34.125,33.875,3.15557,5615,2690,100,1585
1706673230819524511,23642,23642,9041,14601,0,0,0,0,0,0,255,134.212,38.7204,23.5,70.5,133.5,199.5,255.5,35,269,0,162,28.5,46.5,59.5,-37.8143,38.3064,-33.875,34.125,3.25292,5649,2740,100,1527
1706673230920163019,23666,23666,9133,14533,0,0,0,13,0.000549311,0,255,133.236,38.3893,24.5,68.5,132.5,196.5,255.5,29,263,0,255,28.5,45.5,58.5,-38.2363,38.4871,-33.875,34.125,3.22561,5673,2672,100,1507
1706673231019997580,23687,23687,9043,14644,0,0,0,17,0.000717693,0,255,133.221,37.331,24.5,72.5,133.5,196.5,238.5,38,183,0,255,28.5,45.5,57.5,-38.4992,38.2008,-34.125,34.625,3.17813,5709,2689,100,1445
1706673231119841510,23691,23691,8956,14735,0,0,0,9,0.000379891,0,255,133.788,38.5474,23.5,69.5,133.5,198.5,255.5,22,296,0,255,28.5,46.5,60.5,-38.1327,38.5053,-34.375,34.625,3.34434,5738,2729,100,1418
1706673231219679858,23662,23662,8941,14721,0,0,0,17,0.000718452,0,255,133.016,37.8864,24.5,70.5,132.5,197.5,246.5,50,179,0,216,28.5,45.5,58.5,-38.5091,38.0734,-34.625,34.625,3.27904,5776,2723,100,1439
1706673231319520218,23694,23694,8875,14819,0,0,0,9,0.000379843,0,255,133.148,38.1586,24.5,71.5,132.5,197.5,255.5,28,245,0,255,28.5,46.5,58.5,-38.1471,38.5065,-34.375,34.625,3.23155,5794,2692,100,1407
1706673231420168255,23703,23703,8916,14787,0,0,0,18,0.000759398,0,255,133.393,37.6343,24.5,73.5,132.5,196.5,250.5,17,222,0,162,28.5,46.5,57.5,-38.4997,38.2008,-34.625,34.375,3.30634,5811,2717,100,1287
1706673231520004961,23690,23690,9020,14670,0,0,0,13,0.000548755,0,255,133.593,38.0956,25.5,72.5,132.5,197.5,247.5,16,182,0,255,28.5,46.5,58.5,-38.2715,38.4824,-34.625,34.625,3.24342,5834,2728,100,1325
1706673231619856872,23704,23704,9008,14696,0,0,0,16,0.000674992,0,255,134.019,38.4262,23.5,68.5,133.5,197.5,255.5,32,292,0,181,28.5,46.5,58.5,-38.4576,38.317,-34.125,34.625,3.28379,5856,2721,100,1288
1706673231719691794,23682,23682,9017,14665,0,0,0,14,0.000591166,0,255,133.666,38.493,24.5,70.5,133.5,198.5,251.5,28,218,0,255,28.5,46.5,57.5,-38.3654,38.4244,-34.125,34.125,3.29447,5878,2757,100,1284
1706673231819526096,23633,23633,9050,14583,0,0,0,8,0.00033851,0,255,133.807,38.2267,25.5,69.5,132.5,200.5,255.5,16,291,0,255,28.5,46.5,59.5,-38.3932,38.3996,-34.625,34.125,3.3384,5889,2732,100,1292
