stamp,input_points,valid_points,unique_pixels,collisions,invalid,horizontal_boundary_adjusted,vertical_top_clamped,vertical_bottom_clamped,vertical_clamped_ratio,filtered_min,filtered_max,filtered_mean,filtered_std,filtered_p01,filtered_p05,filtered_p50,filtered_p95,filtered_p99,filtered_sat0,filtered_sat255,raw_min,raw_max,raw_p50,raw_p95,raw_p99,elev_min_deg,elev_max_deg,elev_p01_deg,elev_p99_deg,intensity_preprocess_ms,intensity_map_voxels,observed_voxels,selected_intensity_voxels,selected_intensity_points
1691509832356948442,126886,126830,126768,62,56,0,0,0,0,0,255,130.114,26.477,39.5,82.5,131.5,164.5,212.5,27,438,3,3968,76.5,255.5,255.5,-44.9678,46.2734,-43.875,45.125,21.9958,1571,1248,100,3009
1691509832456941785,126743,126687,126629,58,56,0,0,0,0,0,255,130.107,27.0648,38.5,81.5,131.5,166.5,216.5,41,522,3,4867,76.5,255.5,255.5,-44.9669,46.275,-43.875,45.125,22.5063,1597,1291,100,3058
1691509832556922176,126788,126732,126678,54,56,0,0,0,0,0,255,129.958,27.5858,35.5,79.5,131.5,166.5,219.5,36,613,3,4935,76.5,255.5,255.5,-44.9726,46.2721,-43.875,45.125,22.3389,1629,1317,100,3021
1691509832657014955,126792,126736,126678,58,56,0,0,0,0,0,255,129.983,27.445,38.5,80.5,131.5,165.5,219.5,25,619,3,5241,76.5,255.5,255.5,-44.9786,46.2746,-43.875,45.125,23.1082,1652,1342,100,2938
1691509832757141503,126833,126776,126723,53,57,0,0,0,0,0,255,130.097,27.3042,38.5,80.5,131.5,166.5,218.5,30,564,2,5182,76.5,255.5,255.5,-44.9876,46.2746,-43.875,45.125,23.7897,1681,1375,100,2871
1691509832857243565,126602,126546,126476,70,56,0,0,0,0,0,255,130.225,27.3186,38.5,81.5,131.5,166.5,219.5,38,588,2,5014,76.5,255.5,255.5,-44.971,46.2734,-43.875,45.125,23.4882,1721,1358,100,2911
1691509832957094154,126459,126403,126353,50,56,0,0,0,0,0,255,130.333,27.2343,38.5,82.5,131.5,166.5,219.5,37,606,3,5278,76.5,255.5,255.5,-44.9904,46.2696,-43.875,45.125,23.9655,1751,1359,100,2923
1691509833057097669,126433,126377,126321,56,56,0,0,0,0,0,255,130.479,26.7905,41.5,83.5,131.5,166.5,218.5,32,543,3,5941,76.5,255.5,255.5,-44.9669,46.2717,-43.875,45.125,24.7194,1768,1386,100,2887
1691509833157069399,126460,126404,126347,57,56,0,0,0,0,0,255,130.469,26.521,41.5,84.5,131.5,165.5,216.5,38,541,3,5786,76.5,255.5,255.5,-44.9653,46.2696,-43.875,45.125,24.7135,1782,1387,100,2869
1691509833256792964,126547,126491,126430,61,56,0,0,0,0,0,255,130.423,26.1739,43.5,84.5,131.5,165.5,213.5,32,513,4,6006,76.5,255.5,255.5,-44.9688,46.2688,-43.875,45.125,24.0593,1803,1403,100,2803
1691509833356703314,126674,126618,126558,60,56,0,0,0,0,0,255,130.359,25.841,43.5,85.5,131.5,164.5,211.5,24,463,3,6068,75.5,255.5,255.5,-44.9581,46.2709,-43.875,45.125,23.3504,1815,1420,100,2768
1691509833456853839,126771,126715,126652,63,56,0,0,0,0,0,255,130.363,25.6217,44.5,85.5,131.5,164.5,209.5,23,423,1,5723,75.5,255.5,255.5,-44.9669,46.2721,-43.875,45.125,23.8194,1837,1431,100,2775
1691509833557372641,126743,126687,126632,55,56,0,0,0,0,0,255,130.337,25.7227,43.5,85.5,131.5,164.5,209.5,24,439,4,5416,75.5,255.5,255.5,-44.9508,46.2721,-43.875,45.125,22.9717,1849,1426,100,2754
1691509833657102222,126866,126810,126754,56,56,0,0,0,0,0,255,130.305,25.5789,43.5,85.5,131.5,164.5,208.5,20,383,4,5378,75.5,255.5,255.5,-44.971,46.2734,-43.875,45.125,23.8503,1864,1445,100,2699
1691509833757021103,126940,126883,126829,54,57,0,0,0,0,0,255,130.299,25.5395,43.5,85.5,131.5,164.5,208.5,27,318,3,4302,75.5,255.5,255.5,-44.9541,46.2763,-43.875,45.125,23.3398,1876,1439,100,2716
1691509833856895933,126949,126893,126837,56,56,0,0,0,0,0,255,130.301,25.5025,42.5,85.5,131.5,164.5,207.5,25,315,4,4171,75.5,255.5,255.5,-44.9551,46.2734,-43.875,45.125,25.0388,1889,1449,100,2711
1691509833956938439,126924,126868,126814,54,56,0,0,0,0,0,255,130.319,25.5066,43.5,85.5,131.5,164.5,207.5,30,316,3,4479,75.5,255.5,255.5,-44.9796,46.2696,-43.875,45.125,24.4926,1905,1425,100,2718
1691509834056745231,126930,126874,126819,55,56,0,0,0,0,0,255,130.347,25.2671,43.5,86.5,131.5,164.5,206.5,25,272,3,4132,75.5,255.5,255.5,-44.9678,46.2688,-43.875,45.125,24.8927,1914,1446,100,2721
1691509834156859117,126969,126913,126860,53,56,0,0,0,0,0,255,130.336,25.3816,43.5,86.5,131.5,164.5,207.5,23,307,3,3834,75.5,255.5,255.5,-44.9607,46.2709,-43.875,45.125,23.4989,1923,1450,100,2659
1691509834256833376,126903,126847,126791,56,56,0,0,0,0,0,255,130.379,25.3028,43.5,86.5,131.5,164.5,206.5,23,319,3,2955,75.5,255.5,255.5,-44.9532,46.2717,-43.875,45.125,21.2299,1933,1434,100,2622
